Duration,Count
12.133333206176758,17824
12.333333015441895,17796
12.350000381469727,17794
12.25,17755
12.050000190734863,17745
3.0333333015441895,17744
3.0166666507720947,17708
12.266666412353516,17649
12.383333206176758,17603
12.316666603088379,17591
12.199999809265137,17547
12.283333778381348,17540
12.300000190734863,17489
12.399999618530273,17449
12.449999809265137,17445
12.416666984558105,17402
12.366666793823242,17346
12.466666221618652,17339
12.550000190734863,17335
12.566666603088379,17314
12.583333015441895,17311
12.483333587646484,17307
12.516666412353516,17283
12.683333396911621,17266
12.533333778381348,17265
12.433333396911621,17262
12.616666793823242,17253
12.5,17233
2.9666666984558105,17214
12.649999618530273,17206
12.633333206176758,17155
12.766666412353516,17107
12.75,17107
12.816666603088379,17098
12.716666221618652,17076
12.833333015441895,17073
2.9833333492279053,17043
12.600000381469727,17016
12.666666984558105,17006
12.733333587646484,16981
12.699999809265137,16954
12.866666793823242,16874
2.950000047683716,16857
12.783333778381348,16842
12.850000381469727,16809
12.899999618530273,16780
12.800000190734863,16765
12.933333396911621,16760
2.933333396911621,16745
2.9166667461395264,16709
13.033333778381348,16687
13.016666412353516,16633
13.183333396911621,16612
12.916666984558105,16607
12.983333587646484,16560
12.966666221618652,16556
13.233333587646484,16549
2.9000000953674316,16512
13.100000381469727,16495
13.166666984558105,16491
2.883333444595337,16486
12.883333206176758,16455
12.949999809265137,16420
2.866666555404663,16398
13.066666603088379,16395
13.083333015441895,16349
13.116666793823242,16316
13.133333206176758,16302
13.050000190734863,16294
13.199999809265137,16292
13.216666221618652,16283
13.300000190734863,16272
32.0,16229
2.8499999046325684,16212
13.149999618530273,16164
13.333333015441895,16155
13.25,16108
13.266666412353516,16072
13.383333206176758,16071
2.8333332538604736,16039
13.416666984558105,16022
13.366666793823242,15984
13.283333778381348,15944
13.316666603088379,15933
13.350000381469727,15920
13.533333778381348,15884
13.550000190734863,15880
13.449999809265137,15854
13.516666412353516,15811
13.399999618530273,15810
13.433333396911621,15794
13.466666221618652,15744
13.633333206176758,15719
13.5,15711
13.616666793823242,15666
2.816666603088379,15633
13.600000381469727,15621
13.483333587646484,15590
13.683333396911621,15588
13.566666603088379,15570
13.699999809265137,15560
13.766666412353516,15528
13.666666984558105,15523
13.75,15509
13.583333015441895,15502
13.649999618530273,15494
2.799999952316284,15475
13.883333206176758,15457
13.816666603088379,15434
13.716666221618652,15417
13.866666793823242,15407
13.783333778381348,15404
13.733333587646484,15388
2.7666666507720947,15386
13.833333015441895,15375
2.7833333015441895,15297
13.850000381469727,15266
2.75,15250
13.899999618530273,15208
14.016666412353516,15190
14.050000190734863,15166
13.800000190734863,15148
13.949999809265137,15147
13.916666984558105,15140
14.033333778381348,15132
13.933333396911621,15128
13.966666221618652,15118
2.7333333492279053,15106
14.100000381469727,15032
14.216666221618652,15000
14.199999809265137,14979
2.7166666984558105,14898
14.066666603088379,14896
14.116666793823242,14891
13.983333587646484,14876
14.083333015441895,14873
14.233333587646484,14865
14.183333396911621,14808
14.25,14803
2.683333396911621,14803
2.700000047683716,14793
14.166666984558105,14779
14.133333206176758,14722
14.350000381469727,14704
14.300000190734863,14667
14.266666412353516,14659
14.316666603088379,14604
14.383333206176758,14593
14.366666793823242,14585
14.399999618530273,14554
14.416666984558105,14547
14.483333587646484,14546
14.283333778381348,14520
33.0,14518
14.466666221618652,14513
14.516666412353516,14500
14.149999618530273,14489
14.633333206176758,14487
14.449999809265137,14464
14.616666793823242,14450
14.333333015441895,14422
14.533333778381348,14386
2.6666667461395264,14373
2.6500000953674316,14328
14.550000190734863,14327
14.433333396911621,14301
14.666666984558105,14289
14.5,14276
14.600000381469727,14240
14.683333396911621,14230
14.649999618530273,14221
14.716666221618652,14220
14.583333015441895,14217
14.733333587646484,14199
14.75,14190
14.566666603088379,14135
14.816666603088379,14127
14.699999809265137,14055
14.833333015441895,14042
2.5999999046325684,14002
2.633333444595337,13995
14.766666412353516,13988
14.883333206176758,13964
14.783333778381348,13953
14.966666221618652,13920
14.850000381469727,13910
14.933333396911621,13902
14.949999809265137,13886
14.800000190734863,13882
14.866666793823242,13881
14.916666984558105,13880
2.5833332538604736,13864
2.616666555404663,13852
14.899999618530273,13841
14.983333587646484,13794
15.016666412353516,13774
15.066666603088379,13765
15.050000190734863,13709
15.216666221618652,13683
15.166666984558105,13681
2.549999952316284,13673
15.033333778381348,13667
15.116666793823242,13637
15.083333015441895,13632
15.133333206176758,13557
15.25,13554
15.199999809265137,13549
15.100000381469727,13535
15.266666412353516,13499
15.183333396911621,13496
15.333333015441895,13458
2.566666603088379,13455
15.149999618530273,13428
15.233333587646484,13422
15.416666984558105,13369
15.300000190734863,13364
15.399999618530273,13342
15.383333206176758,13336
2.5333333015441895,13297
15.366666793823242,13276
15.466666221618652,13271
15.449999809265137,13264
15.433333396911621,13255
15.316666603088379,13249
34.0,13224
15.533333778381348,13217
15.283333778381348,13208
15.483333587646484,13201
15.5,13201
15.566666603088379,13157
15.600000381469727,13146
2.5,13134
15.350000381469727,13123
15.550000190734863,13101
15.516666412353516,13067
2.5166666507720947,13050
15.583333015441895,13014
2.4833333492279053,12998
15.666666984558105,12909
15.616666793823242,12895
15.649999618530273,12889
15.633333206176758,12881
15.716666221618652,12866
15.766666412353516,12855
15.800000190734863,12828
15.699999809265137,12804
15.733333587646484,12772
2.4666666984558105,12733
15.816666603088379,12729
15.949999809265137,12670
15.783333778381348,12668
15.933333396911621,12632
15.883333206176758,12632
16.066667556762695,12617
15.866666793823242,12611
15.899999618530273,12610
15.75,12599
16.016666412353516,12594
15.683333396911621,12573
15.833333015441895,12556
16.116666793823242,12528
15.983333587646484,12524
16.200000762939453,12507
16.03333282470703,12489
2.450000047683716,12477
15.916666984558105,12454
15.966666221618652,12434
2.433333396911621,12424
16.183332443237305,12395
16.100000381469727,12374
15.850000381469727,12369
16.049999237060547,12369
16.133333206176758,12343
16.08333396911621,12321
16.21666717529297,12313
16.350000381469727,12311
2.4166667461395264,12298
16.316667556762695,12288
16.233333587646484,12281
16.149999618530273,12272
16.266666412353516,12257
35.0,12206
16.16666603088379,12137
16.450000762939453,12136
2.4000000953674316,12125
16.25,12100
16.41666603088379,12079
16.28333282470703,12073
16.33333396911621,12066
16.399999618530273,12046
16.299999237060547,12025
16.366666793823242,12014
16.5,11993
16.46666717529297,11974
16.516666412353516,11927
2.366666555404663,11911
16.383333206176758,11867
16.483333587646484,11861
16.549999237060547,11851
16.600000381469727,11830
16.53333282470703,11814
16.566667556762695,11804
16.433332443237305,11789
16.78333282470703,11783
16.633333206176758,11782
2.383333444595337,11781
16.649999618530273,11758
16.58333396911621,11756
16.71666717529297,11734
16.683332443237305,11721
16.616666793823242,11720
16.700000762939453,11720
16.66666603088379,11693
16.816667556762695,11625
2.3499999046325684,11608
16.850000381469727,11588
16.75,11582
16.883333206176758,11567
2.3333332538604736,11559
16.799999237060547,11547
16.899999618530273,11547
16.933332443237305,11545
16.766666412353516,11518
16.866666793823242,11512
16.83333396911621,11471
17.03333282470703,11455
16.91666603088379,11451
16.733333587646484,11440
16.983333587646484,11440
36.0,11430
17.016666412353516,11336
17.066667556762695,11332
17.133333206176758,11323
16.950000762939453,11318
17.16666603088379,11299
17.08333396911621,11246
2.316666603088379,11218
16.96666717529297,11214
17.116666793823242,11203
17.266666412353516,11200
17.049999237060547,11194
17.21666717529297,11175
17.200000762939453,11171
17.100000381469727,11160
17.233333587646484,11154
17.28333282470703,11149
17.183332443237305,11149
17.25,11134
17.149999618530273,11110
17.350000381469727,11001
17.299999237060547,10988
17.33333396911621,10956
17.316667556762695,10932
17.399999618530273,10932
2.299999952316284,10932
17.450000762939453,10931
17.566667556762695,10920
17.366666793823242,10901
17.383333206176758,10899
17.483333587646484,10865
17.58333396911621,10824
17.53333282470703,10823
17.46666717529297,10818
17.41666603088379,10809
17.616666793823242,10796
17.5,10791
17.633333206176758,10776
17.516666412353516,10746
17.683332443237305,10734
17.549999237060547,10720
17.600000381469727,10705
17.433332443237305,10694
17.75,10694
2.25,10681
17.733333587646484,10677
2.2833333015441895,10668
17.649999618530273,10653
37.0,10615
17.71666717529297,10607
17.66666603088379,10602
2.2666666507720947,10592
17.78333282470703,10591
17.766666412353516,10578
17.816667556762695,10540
17.950000762939453,10520
17.866666793823242,10503
17.700000762939453,10492
17.83333396911621,10485
17.850000381469727,10485
2.2166666984558105,10478
2.2333333492279053,10471
17.883333206176758,10462
17.799999237060547,10460
18.149999618530273,10460
17.91666603088379,10374
17.899999618530273,10359
18.049999237060547,10324
18.03333282470703,10320
17.983333587646484,10313
18.200000762939453,10311
18.16666603088379,10294
18.21666717529297,10285
17.96666717529297,10274
18.100000381469727,10267
18.066667556762695,10257
18.08333396911621,10240
18.016666412353516,10236
17.933332443237305,10235
38.0,10228
18.266666412353516,10220
18.116666793823242,10203
18.133333206176758,10202
18.366666793823242,10197
18.233333587646484,10187
18.33333396911621,10179
18.183332443237305,10172
18.25,10164
18.28333282470703,10147
18.433332443237305,10113
18.299999237060547,10091
18.399999618530273,10061
18.350000381469727,10056
18.46666717529297,10035
18.383333206176758,10022
2.200000047683716,10021
18.316667556762695,10001
2.183333396911621,9978
18.53333282470703,9970
18.483333587646484,9960
18.516666412353516,9932
18.600000381469727,9923
18.41666603088379,9911
18.549999237060547,9904
18.616666793823242,9892
18.566667556762695,9892
18.78333282470703,9869
18.75,9854
18.71666717529297,9844
18.5,9806
18.450000762939453,9785
18.58333396911621,9780
18.816667556762695,9761
18.649999618530273,9743
18.866666793823242,9718
18.700000762939453,9713
18.66666603088379,9707
18.733333587646484,9698
2.1666667461395264,9683
18.799999237060547,9681
18.766666412353516,9650
18.683332443237305,9646
18.983333587646484,9609
18.899999618530273,9590
2.1500000953674316,9582
18.933332443237305,9569
18.850000381469727,9541
18.633333206176758,9539
18.83333396911621,9537
18.883333206176758,9536
18.950000762939453,9524
39.0,9498
18.91666603088379,9496
19.066667556762695,9495
19.149999618530273,9449
18.96666717529297,9433
2.133333444595337,9425
19.049999237060547,9420
19.16666603088379,9403
19.100000381469727,9403
19.03333282470703,9392
19.08333396911621,9380
19.016666412353516,9361
19.450000762939453,9342
19.183332443237305,9342
19.200000762939453,9333
19.133333206176758,9328
19.116666793823242,9312
19.5,9301
19.266666412353516,9268
19.433332443237305,9258
19.316667556762695,9233
19.33333396911621,9228
2.116666555404663,9212
19.25,9211
19.350000381469727,9207
19.233333587646484,9178
19.299999237060547,9162
19.566667556762695,9128
19.46666717529297,9104
19.28333282470703,9100
19.399999618530273,9094
19.366666793823242,9075
19.53333282470703,9055
40.0,9046
19.21666717529297,9046
19.41666603088379,9035
19.383333206176758,9026
19.616666793823242,8991
2.0999999046325684,8975
19.483333587646484,8974
19.75,8970
19.549999237060547,8939
19.66666603088379,8937
19.58333396911621,8935
19.700000762939453,8930
19.633333206176758,8922
19.71666717529297,8900
19.683332443237305,8888
19.83333396911621,8867
2.0833332538604736,8867
19.516666412353516,8834
19.600000381469727,8828
19.766666412353516,8821
19.816667556762695,8816
19.649999618530273,8790
20.016666412353516,8779
19.96666717529297,8757
20.049999237060547,8755
20.183332443237305,8752
19.850000381469727,8748
19.866666793823242,8745
19.883333206176758,8744
19.733333587646484,8743
19.933332443237305,8737
19.78333282470703,8728
20.133333206176758,8695
19.899999618530273,8680
2.066666603088379,8673
19.91666603088379,8662
20.08333396911621,8640
20.100000381469727,8629
20.066667556762695,8619
20.16666603088379,8608
41.0,8604
19.799999237060547,8593
19.983333587646484,8585
20.200000762939453,8583
20.233333587646484,8563
20.116666793823242,8561
20.366666793823242,8550
20.149999618530273,8549
20.21666717529297,8544
20.03333282470703,8541
20.25,8537
19.950000762939453,8498
20.266666412353516,8489
20.28333282470703,8475
20.350000381469727,8473
2.049999952316284,8462
20.316667556762695,8458
20.433332443237305,8453
20.33333396911621,8444
20.41666603088379,8386
20.299999237060547,8382
2.0333333015441895,8380
20.46666717529297,8365
20.450000762939453,8359
20.549999237060547,8355
20.383333206176758,8334
20.53333282470703,8331
20.5,8315
20.616666793823242,8297
20.483333587646484,8288
20.600000381469727,8262
20.58333396911621,8258
20.71666717529297,8257
20.516666412353516,8252
20.399999618530273,8223
20.566667556762695,8215
20.633333206176758,8215
20.850000381469727,8197
20.649999618530273,8191
20.816667556762695,8185
20.83333396911621,8178
20.799999237060547,8178
2.0166666507720947,8175
20.683332443237305,8144
20.78333282470703,8130
42.0,8129
21.100000381469727,8128
20.933332443237305,8105
20.91666603088379,8098
20.766666412353516,8095
20.983333587646484,8080
21.200000762939453,8062
20.866666793823242,8060
20.700000762939453,8031
20.96666717529297,8029
20.66666603088379,8029
20.899999618530273,8022
20.733333587646484,8021
20.950000762939453,8012
21.016666412353516,7995
20.883333206176758,7991
21.149999618530273,7984
21.08333396911621,7980
21.03333282470703,7965
20.75,7940
21.16666603088379,7938
21.066667556762695,7902
21.183332443237305,7885
21.049999237060547,7851
21.133333206176758,7850
21.266666412353516,7831
21.41666603088379,7816
21.350000381469727,7810
21.316667556762695,7809
21.116666793823242,7795
21.366666793823242,7794
1.9833333492279053,7786
21.233333587646484,7776
21.28333282470703,7761
21.21666717529297,7753
21.483333587646484,7750
21.299999237060547,7747
21.399999618530273,7729
21.25,7709
43.0,7684
21.566667556762695,7645
21.53333282470703,7641
44.0,7640
21.616666793823242,7640
21.649999618530273,7640
21.46666717529297,7625
21.383333206176758,7617
21.516666412353516,7606
21.66666603088379,7601
21.433332443237305,7590
21.33333396911621,7574
21.850000381469727,7561
21.5,7556
21.75,7551
21.71666717529297,7548
21.733333587646484,7544
21.58333396911621,7499
1.9500000476837158,7491
21.549999237060547,7490
21.450000762939453,7473
21.766666412353516,7462
21.78333282470703,7458
45.0,7440
21.816667556762695,7437
21.683332443237305,7435
21.633333206176758,7435
1.9666666984558105,7435
21.83333396911621,7432
21.899999618530273,7400
21.600000381469727,7391
22.03333282470703,7381
21.950000762939453,7381
22.016666412353516,7374
21.866666793823242,7364
21.91666603088379,7341
21.933332443237305,7336
21.883333206176758,7336
21.700000762939453,7322
22.049999237060547,7307
21.799999237060547,7283
22.116666793823242,7252
21.983333587646484,7227
22.25,7212
22.200000762939453,7195
21.96666717529297,7191
22.100000381469727,7185
22.28333282470703,7182
22.266666412353516,7176
22.299999237060547,7172
22.08333396911621,7154
1.9333332777023315,7129
22.21666717529297,7128
22.066667556762695,7124
22.233333587646484,7120
22.16666603088379,7115
22.183332443237305,7113
22.649999618530273,7087
22.450000762939453,7087
22.41666603088379,7086
22.383333206176758,7083
46.0,7082
22.133333206176758,7081
22.33333396911621,7074
22.149999618530273,7071
22.433332443237305,7052
22.399999618530273,7039
22.350000381469727,7032
22.516666412353516,7031
1.9166666269302368,7012
22.46666717529297,7009
22.53333282470703,6988
22.366666793823242,6984
1.899999976158142,6980
22.66666603088379,6963
22.616666793823242,6959
22.58333396911621,6950
22.600000381469727,6940
22.5,6926
47.0,6922
22.78333282470703,6922
22.316667556762695,6908
22.850000381469727,6902
22.633333206176758,6899
22.549999237060547,6891
22.71666717529297,6870
22.483333587646484,6864
22.766666412353516,6854
22.75,6830
22.683332443237305,6828
22.816667556762695,6818
22.566667556762695,6817
22.799999237060547,6793
22.91666603088379,6771
22.866666793823242,6763
23.016666412353516,6751
23.100000381469727,6746
23.049999237060547,6744
22.700000762939453,6724
22.83333396911621,6722
22.899999618530273,6708
22.883333206176758,6702
22.733333587646484,6698
23.116666793823242,6697
23.08333396911621,6682
22.96666717529297,6637
23.133333206176758,6636
22.933332443237305,6629
23.266666412353516,6616
22.950000762939453,6608
48.0,6591
1.8833333253860474,6587
50.0,6581
