LONGITUDE,LATITUDE,COUNT,TERMINAL
-77.05003,38.865553000000006,3181,31090
-77.09713,38.895377,3163,31094
-77.104562,38.896456,3159,31092
-76.97101500000001,38.873057,3033,31805
-77.006311,38.983627,2941,32011
-76.947446,38.897063,2871,31703
-77.08708299999999,38.839912,2761,31076
-77.097882,38.999378,2512,32053
-77.3393914103508,38.94660792121498,2503,32215
-77.03155500000001,38.999388,2450,32035
-77.171487,39.114688,2309,32037
-77.0447,38.799267,2270,31903
-77.12711999999999,38.876528,2249,31902
-77.08787,38.86612,2193,31096
-77.1125502884388,38.847129045742605,2145,31054
-77.076131,38.866471000000004,2125,31075
-77.06812083721161,38.862150245214906,2123,31095
-77.047783,38.818748,2063,31915
-77.06401600000001,38.843422,2052,31909
-77.023894,38.997445,2024,32043
-77.118009,38.898301000000004,1990,31900
-77.15642720460892,38.885320719750744,1966,31904
-76.98782299999999,38.844711,1955,31806
-77.146866,39.084379,1922,32047
-76.969184,38.861663,1914,31700
-77.0628207921982,38.82005823354218,1904,31913
-77.076986,38.994113,1857,32051
-77.000035,38.986743,1840,32049
-76.947974,38.894,1840,31705
-77.082089,38.892556,1772,31924
-77.11298199999999,38.876695,1736,31919
-77.09347840000001,38.8378458,1716,31072
-77.151291,39.084125,1670,32007
-77.061715,38.812711,1650,31906
-77.049265,38.822738,1643,31910
-77.05376600000001,38.797557,1602,31914
-77.038721,38.995681,1588,32056
-77.145803,39.085394,1572,32044
-76.9599,38.8692,1551,31701
-77.135271,38.880992,1535,31905
,,1524,32020
-77.039511,38.865029,1502,31064
-77.034499,38.997653,1501,32050
-77.02523599999999,38.88044,1489,31646
-77.12767099999999,38.884828999999996,1488,31901
-77.359718,38.957037,1475,32214
-77.192672,39.096312,1433,32004
-77.159048,39.095661,1432,32023
-76.9993758201599,38.84322988730829,1337,31800
-76.95210300000001,38.865590000000005,1282,31706
-77.084918,38.848454,1274,31061
-77.09586,38.860789000000004,1230,31058
-77.11106600000001,38.888282000000004,1224,31920
-77.016311,38.990874,1195,32058
-77.141378,39.076331,1144,32032
-77.016258,38.968834,1104,31413
-77.04456299543382,39.025387196236316,1068,32022
-77.149162,39.083673,997,32017
-77.164969,39.121327,992,32067
-77.086031,38.828437,981,31908
-77.027976,38.967504999999996,968,31414
-77.222115,38.920939000000004,943,32204
-77.188014,39.099376,937,32016
-76.941877,38.901385,894,31704
-77.177091,39.102212,891,32033
-77.196442,39.103091,889,32041
-77.351649,38.955079,876,32213
-76.982359,38.870695,862,31812
-77.06714000000001,38.896553000000004,856,31062
-77.087128,38.936298,851,31320
-77.145213,39.094772,803,32009
-77.16705948114395,39.125828111770346,754,32068
-76.9607,38.878,753,31702
-77.340377,38.951443,735,32220
-76.931862,38.898536,726,31710
-77.217664,38.924437,720,32205
-77.06309300000001,38.841291,695,31912
-77.051168,38.999679,657,32054
-77.15741,39.123513,656,32018
-77.002239,38.957463,600,31412
-77.05102041363715,39.038423828518326,576,32062
-77.353414,38.960084,573,32218
-76.933099,38.908473,556,31711
-76.979517,38.93293,508,31521
-77.357611,38.95534,498,32217
-77.202501,39.093783,484,32005
-77.35874100000001,38.959633000000004,464,32216
,,405,32031
-77.10714300000001,39.014716,396,32057
-77.142317,38.886047999999995,371,31921
-77.368416,38.955314,369,32219
-77.047788,39.044887,363,32063
-77.194774,39.105295,347,32052
,,338,32015
-77.196636,39.097636,328,32042
-77.340787,38.970411999999996,304,32223
-77.356324,38.960574,289,32212
-77.225394,38.928919,284,32207
-77.008133,38.831516,273,31811
-77.361902,38.962524,259,32210
-77.053085,39.043271999999995,258,32065
-77.04735,39.032029,242,32066
-77.240654,38.929261,239,32200
-77.221179,38.919475,233,32203
,,220,31709
-77.0078,38.915,198,31523
-77.227417,38.923083,189,32221
-77.048395,39.035965000000004,166,32064
-76.925907,38.897407,164,31713
-77.3630940914154,38.955170598044894,161,32224
-77.235955,38.92403,154,32201
-77.103728,38.858523999999996,152,31923
-77.231825,38.932635999999995,146,32208
,,141,32030
-76.988311,38.98265,132,32059
-77.220157,38.915246,128,32222
-76.988422,38.988101,128,32061
-77.219261,38.931911,118,32206
-77.338686,38.970046,114,32209
-77.35428035259247,38.96420774100621,108,32225
-77.192645,39.106971,101,32071
-76.913563,38.891805,100,31714
-77.16486,39.123329999999996,90,32069
-76.98185,38.846270000000004,87,31813
-77.358815,38.962095,71,32211
-77.20385999999999,39.105641999999996,58,32070
-77.0009,38.836,55,31816
,,42,32202
-77.00223000000001,38.82373,40,31818
-76.97556999999999,38.84377,29,31814
-77.202354,39.106152,23,32072
-77.00549699999999,38.824481,20,31817
-77.01033000000001,38.81909,11,31819
-76.949709,38.883010999999996,10,31715
-76.97703,38.84623,8,31815
