LONGITUDE,LATITUDE,COUNT,TERMINAL
-77.217664,38.924437,750,32205
-77.16705948114395,39.125828111770346,745,32068
-76.9607,38.878,722,31702
-77.086031,38.828437,687,31908
-77.051168,38.999679,680,32054
-77.145213,39.094772,671,32009
-76.933099,38.908473,644,31711
-77.15741,39.123513,635,32018
-76.95210300000001,38.865590000000005,549,31706
-77.09347840000001,38.8378458,530,31072
-77.353414,38.960084,503,32218
-77.202501,39.093783,493,32005
-77.05102041363715,39.038423828518326,488,32062
,,462,32031
-77.35874100000001,38.959633000000004,460,32216
-77.008133,38.831516,451,31811
-77.340787,38.970411999999996,396,32223
,,394,32015
-77.142317,38.886047999999995,385,31921
-77.368416,38.955314,383,32219
-77.10714300000001,39.014716,366,32057
-77.047788,39.044887,364,32063
-77.194774,39.105295,335,32052
-77.357611,38.95534,312,32217
-77.196636,39.097636,311,32042
-77.04735,39.032029,290,32066
-77.225394,38.928919,285,32207
-77.053085,39.043271999999995,274,32065
-77.356324,38.960574,273,32212
-77.361902,38.962524,258,32210
-77.240654,38.929261,257,32200
-77.221179,38.919475,248,32203
-76.988311,38.98265,239,32059
-77.219261,38.931911,221,32206
,,187,31709
-76.925907,38.897407,168,31713
-77.227417,38.923083,154,32221
-77.231825,38.932635999999995,153,32208
-77.235955,38.92403,151,32201
-77.103728,38.858523999999996,144,31923
,,128,32030
-77.220157,38.915246,126,32222
-76.913563,38.891805,125,31714
-77.048395,39.035965000000004,121,32064
-77.338686,38.970046,121,32209
-77.0009,38.836,115,31816
-77.35428035259247,38.96420774100621,106,32225
-76.988422,38.988101,105,32061
-77.3630940914154,38.955170598044894,104,32224
-77.0078,38.915,103,31523
-77.192645,39.106971,93,32071
-77.16486,39.123329999999996,86,32069
-77.358815,38.962095,77,32211
-76.98185,38.846270000000004,61,31813
-77.20385999999999,39.105641999999996,52,32070
-77.00223000000001,38.82373,52,31818
-76.97556999999999,38.84377,32,31814
-77.00549699999999,38.824481,29,31817
,,28,32202
-77.202354,39.106152,16,32072
-76.949709,38.883010999999996,13,31715
-76.97703,38.84623,13,31815
-77.01033000000001,38.81909,4,31819
