TERMINAL,END TOTAL BIKER COUNT,LATITUDE,LONGITUDE,START TOTAL BIKER COUNT,NAME
32032,1415,39.076331,-77.141378,1144,Fleet St & Ritchie Pkwy
31319,1398,38.949813,-77.080217,3559,Wisconsin Ave & Brandywine St NW
31058,1373,38.860789000000004,-77.09586,1230,S Oakland St & Columbia Pike
31919,1351,38.876695,-77.11298199999999,1736,Carlin Springs Rd & N Thomas St
31800,1293,38.84322988730829,-76.9993758201599,1337,Alabama & MLK Ave SE
31064,1263,38.865029,-77.039511,1502,S Stafford & 34th St S
31806,1262,38.844711,-76.98782299999999,1955,Congress Heights Metro
31095,1258,38.862150245214906,-77.06812083721161,2123,Army Navy Dr & S Nash St
31901,1238,38.884828999999996,-77.12767099999999,1488,Washington Blvd & N Frederick St
32058,1172,38.990874,-77.016311,1195,Sligo Ave & Carroll Ln
31900,1167,38.898301000000004,-77.118009,1990,Lee Hwy & N Woodstock St
32033,1128,39.102212,-77.177091,891,Piccard & W Gude Dr
31413,1122,38.968834,-77.016258,1104,3rd & Underwood St NW
32056,1119,38.995681,-77.038721,1588,East West Hwy & 16th St
32017,1114,39.083673,-77.149162,997,Monroe St & Monroe Pl
31924,1106,38.892556,-77.082089,1772,Wilson Blvd & N Troy St
32050,1098,38.997653,-77.034499,1501,Spring St & Second Ave
31704,1076,38.901385,-76.941877,894,Nannie Helen Burroughs & Minnesota Ave NE
31700,1041,38.861663,-76.969184,1914,Good Hope & Naylor Rd SE
31812,1020,38.870695,-76.982359,862,16th & Q St SE / Anacostia HS
31912,983,38.841291,-77.06309300000001,695,Mount Vernon Ave & Bruce St
32067,976,39.121327,-77.164969,992,Shady Grove Metro East
31521,972,38.93293,-76.979517,508,18th & Monroe St NE
31920,952,38.888282000000004,-77.11106600000001,1224,Washington-Lee High School / N Stafford St & Generals Way
31316,945,38.946182,-77.08059,3259,Yuma St & Tenley Circle NW
32022,915,39.025387196236316,-77.04456299543382,1068,Dennis & Amherst Ave
31412,914,38.957463,-77.002239,600,3rd St & Riggs Rd NE
32016,912,39.099376,-77.188014,937,Fallsgrove Dr & W Montgomery Ave
32041,904,39.103091,-77.196442,889,Medical Center Dr & Key West Ave
31062,904,38.896553000000004,-77.06714000000001,856,S George Mason Dr & 13th St S
31710,902,38.898536,-76.931862,726,Nannie Helen Burroughs Ave & 49th St NE
31701,898,38.8692,-76.9599,1551,Branch & Pennsylvania Ave SE
32220,857,38.951443,-77.340377,735,Sunset Hills Rd & Isaac Newton Square
31320,839,38.936298,-77.087128,851,Nebraska Ave/AU East Campus
32213,825,38.955079,-77.351649,876,Sunset Hills & Old Reston Ave
32204,782,38.920939000000004,-77.222115,943,Tysons Corner Station
31414,772,38.967504999999996,-77.027976,968,Georgia Ave & Piney Branch Rd NW
32205,750,38.924437,-77.217664,720,Westpark & Jones Branch Dr
32068,745,39.125828111770346,-77.16705948114395,754,Columbus Ave & Tribeca St
31702,722,38.878,-76.9607,753,Randle Circle & Minnesota Ave SE
31908,687,38.828437,-77.086031,981,Radford & Osage St
32054,680,38.999679,-77.051168,657,Lyttonsville Rd & Lyttonsville Pl
32009,671,39.094772,-77.145213,803,Frederick Ave & Horners Ln
31711,644,38.908473,-76.933099,556,Deanwood Rec Center
32018,635,39.123513,-77.15741,656,Needwood Rd & Eagles Head Ct
31706,549,38.865590000000005,-76.95210300000001,1282,Fairfax Village
31072,530,38.8378458,-77.09347840000001,1716,31st & Woodrow St S
32218,503,38.960084,-77.353414,573,Temporary Rd & Old Reston Ave
32005,493,39.093783,-77.202501,484,Traville Gateway Dr & Gudelsky Dr
32062,488,39.038423828518326,-77.05102041363715,576,Wheaton Metro/Georgia Ave & Reedie Dr
32031,462,,,405,Taft St & E Gude Dr
32216,460,38.959633000000004,-77.35874100000001,464,Library St & Freedom Dr
31811,451,38.831516,-77.008133,273,South Capitol & Atlantic St SW
32223,396,38.970411999999996,-77.340787,304,North Shore Dr & Village Rd
32015,394,,,338,Crabbs Branch Way & Redland Rd
31921,385,38.886047999999995,-77.142317,371,Westover Library / Washington Blvd & N McKinley Rd
32219,383,38.955314,-77.368416,369,Reston YMCA
32057,366,39.014716,-77.10714300000001,396,Pooks Hill Rd & Linden Ave
32063,364,39.044887,-77.047788,363,Amherst Ave & Elkins St
32052,335,39.105295,-77.194774,347,Key West Ave & Siesta Key Way
32217,312,38.95534,-77.357611,498,Sunset Hills Rd & Discovery Square
32042,311,39.097636,-77.196636,328,Shady Grove Hospital
32066,290,39.032029,-77.04735,242,Windham Ln & Amherst Ave
32207,285,38.928919,-77.225394,284,Westpark & Park Run Dr
32065,274,39.043271999999995,-77.053085,258,Grandview & Blueridge Ave
32212,273,38.960574,-77.356324,289,New Dominion Pkwy & Fountain Dr
32210,258,38.962524,-77.361902,259,Town Center Pkwy & Bowman Towne Dr
32200,257,38.929261,-77.240654,239,Spring Hill Metro
32203,248,38.919475,-77.221179,233,Tysons One Pl & Chain Bridge Rd
32059,239,38.98265,-76.988311,132,Takoma Park Rec Center
32206,221,38.931911,-77.219261,118,Jones Branch & Westbranch Dr
31709,187,,,220,34th St & Minnesota Ave SE
31713,168,38.897407,-76.925907,164,Division Ave & Foote St NE
32221,154,38.923083,-77.227417,189,Greensboro & International Dr
32208,153,38.932635999999995,-77.231825,146,Tysons West Transit Center
32201,151,38.92403,-77.235955,154,Westpark Dr & Leesburg Pike
31923,144,38.858523999999996,-77.103728,152,Columbia Pike & S Taylor St
32030,128,,,141,Broschart & Blackwell Rd
32222,126,38.915246,-77.220157,128,Towers Crescent Dr & Tysons One Pl
31714,125,38.891805,-76.913563,100,61st St & Banks Pl NE
32064,121,39.035965000000004,-77.048395,166,Amherst Ave & Prichard Rd
32209,121,38.970046,-77.338686,114,North Shore & Cameron Crescent Dr/Crescent Apartments
31816,115,38.836,-77.0009,55,4th St & Mississippi Ave SE
32225,106,38.96420774100621,-77.35428035259247,108,Reston Pkwy & Spectrum Dr
32061,105,38.988101,-76.988422,128,New Hampshire & Kirklynn Ave
32224,104,38.955170598044894,-77.3630940914154,161,Town Center Pkwy & Sunset Hills Rd
31523,103,38.915,-77.0078,198,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center
32071,93,39.106971,-77.192645,101,Corporate Blvd & Omega Dr
32069,86,39.123329999999996,-77.16486,90,Columbus Ave & Gramercy Blvd
32211,77,38.962095,-77.358815,71,Reston Regional Library
31813,61,38.846270000000004,-76.98185,87,Alabama Ave & Stanton Rd SE / Shops at Park Village
32070,52,39.105641999999996,-77.20385999999999,58,Key West Ave & Great Seneca Hwy
31818,52,38.82373,-77.00223000000001,40,Livingston Rd & 3rd St SE
31814,32,38.84377,-76.97556999999999,29,Mississippi Ave & 19th St SE / THEARC
31817,29,38.824481,-77.00549699999999,20,1st & S Capitol St SE / Oxon Run Trail
32202,28,,,42,Solutions & Greensboro Dr
32072,16,39.106152,-77.202354,23,Key West Ave & Diamondback Dr
31715,13,38.883010999999996,-76.949709,10,37th & Ely Pl SE / Fort Dupont Ice Arena
31815,13,38.84623,-76.97703,8,19th & Savannah St SE
31819,4,38.81909,-77.01033000000001,11,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr
